chrom	trans_id	strand	gene_id	gene_name	transcript_biotype	gene_start	gene_stop	CDS_start	CDS_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
IV	YDR109C_mRNA	-	YDR109C	YDR109C	protein_coding	673520	675667	1	2148	2148	0	0	2148
IV	YDR110W_mRNA	+	YDR110W	FOB1	protein_coding	676102	677802	1	1701	1701	0	0	1701
IV	YDR111C_mRNA	-	YDR111C	ALT2	protein_coding	678241	679764	1	1524	1524	0	0	1524
IV	YDR112W_mRNA	+	YDR112W	IRC2	protein_coding	679544	679852	1	309	309	0	0	309
IV	YDR113C_mRNA	-	YDR113C	PDS1	protein_coding	680496	681617	1	1122	1122	0	0	1122
IV	YDR114C_mRNA	-	YDR114C	YDR114C	protein_coding	681924	682226	1	303	303	0	0	303
IV	YDR115W_mRNA	+	YDR115W	MRX14	protein_coding	682175	682492	1	318	318	0	0	318
IV	YDR116C_mRNA	-	YDR116C	MRPL1	protein_coding	682724	683581	1	858	858	0	0	858
IV	YDR117C_mRNA	-	YDR117C	TMA64	protein_coding	683946	685643	1	1698	1698	0	0	1698
IV	YDR118W-A_mRNA	+	YDR118W-A	YDR118W-A	protein_coding	687768	687884	1	117	117	0	0	117
IV	YDR118W_mRNA	+	YDR118W	APC4	protein_coding	685882	687840	1	1959	1959	0	0	1959
IV	YDR119W-A_mRNA	+	YDR119W-A	COX26	protein_coding	691014	691214	1	201	201	0	0	201
IV	YDR119W_mRNA	+	YDR119W	VBA4	protein_coding	688227	690533	1	2307	2307	0	0	2307
IV	YDR120C_mRNA	-	YDR120C	TRM1	protein_coding	691549	693261	1	1713	1713	0	0	1713
IV	YDR121W_mRNA	+	YDR121W	DPB4	protein_coding	693585	694175	1	591	591	0	0	591
IV	YDR122W_mRNA	+	YDR122W	KIN1	protein_coding	694700	697894	1	3195	3195	0	0	3195
IV	YDR123C_mRNA	-	YDR123C	INO2	protein_coding	698554	699468	1	915	915	0	0	915
IV	YDR124W_mRNA	+	YDR124W	YDR124W	protein_coding	700315	701289	1	975	975	0	0	975
IV	YDR125C_mRNA	-	YDR125C	ECM18	protein_coding	701397	702758	1	1362	1362	0	0	1362
IV	YDR126W_mRNA	+	YDR126W	SWF1	protein_coding	703234	704244	1	1011	1011	0	0	1011
IV	YDR127W_mRNA	+	YDR127W	ARO1	protein_coding	704484	709250	1	4767	4767	0	0	4767
IV	YDR128W_mRNA	+	YDR128W	MTC5	protein_coding	709549	712995	1	3447	3447	0	0	3447
IV	YDR129C_mRNA	-	YDR129C	SAC6	protein_coding	713340	715379	1	1929	1929	0	0	1929
IV	YDR130C_mRNA	-	YDR130C	FIN1	protein_coding	715747	716622	1	876	876	0	0	876
IV	YDR131C_mRNA	-	YDR131C	YDR131C	protein_coding	716790	718460	1	1671	1671	0	0	1671
IV	YDR132C_mRNA	-	YDR132C	YDR132C	protein_coding	718816	720303	1	1488	1488	0	0	1488
IV	YDR133C_mRNA	-	YDR133C	YDR133C	protein_coding	720962	721297	1	336	336	0	0	336
IV	YDR135C_mRNA	-	YDR135C	YCF1	protein_coding	723004	727551	1	4548	4548	0	0	4548
IV	YDR136C_mRNA	-	YDR136C	VPS61	protein_coding	727711	728283	1	573	573	0	0	573
IV	YDR137W_mRNA	+	YDR137W	RGP1	protein_coding	728259	730250	1	1992	1992	0	0	1992
IV	YDR138W_mRNA	+	YDR138W	HPR1	protein_coding	730578	732836	1	2259	2259	0	0	2259
IV	YDR139C_mRNA	-	YDR139C	RUB1	protein_coding	733618	733924	1	234	234	0	0	234
IV	YDR140W_mRNA	+	YDR140W	MTQ2	protein_coding	734138	734803	1	666	666	0	0	666
IV	YDR141C_mRNA	-	YDR141C	DOP1	protein_coding	734901	739997	1	5097	5097	0	0	5097
IV	YDR142C_mRNA	-	YDR142C	PEX7	protein_coding	740473	741600	1	1128	1128	0	0	1128
IV	YDR143C_mRNA	-	YDR143C	SAN1	protein_coding	742042	743874	1	1833	1833	0	0	1833
IV	YDR144C_mRNA	-	YDR144C	MKC7	protein_coding	744311	746101	1	1791	1791	0	0	1791
IV	YDR145W_mRNA	+	YDR145W	TAF12	protein_coding	746738	748357	1	1620	1620	0	0	1620
IV	YDR146C_mRNA	-	YDR146C	SWI5	protein_coding	748613	750742	1	2130	2130	0	0	2130
IV	YDR147W_mRNA	+	YDR147W	EKI1	protein_coding	751631	753235	1	1605	1605	0	0	1605
IV	YDR148C_mRNA	-	YDR148C	KGD2	protein_coding	753675	755066	1	1392	1392	0	0	1392
IV	YDR149C_mRNA	-	YDR149C	YDR149C	protein_coding	755555	756262	1	708	708	0	0	708
IV	YDR150W_mRNA	+	YDR150W	NUM1	protein_coding	755628	763874	1	8247	8247	0	0	8247
IV	YDR151C_mRNA	-	YDR151C	CTH1	protein_coding	764178	765155	1	978	978	0	0	978
IV	YDR152W_mRNA	+	YDR152W	GIR2	protein_coding	765706	766503	1	798	798	0	0	798
IV	YDR153C_mRNA	-	YDR153C	ENT5	protein_coding	766736	767971	1	1236	1236	0	0	1236
IV	YDR154C_mRNA	-	YDR154C	YDR154C	protein_coding	768403	768753	1	351	351	0	0	351
IV	YDR155C_mRNA	-	YDR155C	CPR1	protein_coding	768512	769000	1	489	489	0	0	489
IV	YDR156W_mRNA	+	YDR156W	RPA14	protein_coding	769525	769938	1	414	414	0	0	414
IV	YDR157W_mRNA	+	YDR157W	YDR157W	protein_coding	769931	770332	1	402	402	0	0	402
IV	YDR158W_mRNA	+	YDR158W	HOM2	protein_coding	770357	771454	1	1098	1098	0	0	1098
IV	YDR159W_mRNA	+	YDR159W	SAC3	protein_coding	771877	775782	1	3906	3906	0	0	3906
IV	YDR160W_mRNA	+	YDR160W	SSY1	protein_coding	776163	778721	1	2559	2559	0	0	2559
IV	YDR161W_mRNA	+	YDR161W	ACL4	protein_coding	779043	780206	1	1164	1164	0	0	1164
IV	YDR162C_mRNA	-	YDR162C	NBP2	protein_coding	780390	781100	1	711	711	0	0	711
IV	YDR163W_mRNA	+	YDR163W	CWC15	protein_coding	781423	781950	1	528	528	0	0	528
IV	YDR164C_mRNA	-	YDR164C	SEC1	protein_coding	782041	784215	1	2175	2175	0	0	2175
IV	YDR165W_mRNA	+	YDR165W	TRM82	protein_coding	784871	786205	1	1335	1335	0	0	1335
IV	YDR166C_mRNA	-	YDR166C	SEC5	protein_coding	786306	789221	1	2916	2916	0	0	2916
IV	YDR167W_mRNA	+	YDR167W	TAF10	protein_coding	789449	790069	1	621	621	0	0	621
IV	YDR168W_mRNA	+	YDR168W	CDC37	protein_coding	790328	791848	1	1521	1521	0	0	1521
IV	YDR169C-A_mRNA	-	YDR169C-A	YDR169C-A	protein_coding	794574	794723	1	150	150	0	0	150
IV	YDR169C_mRNA	-	YDR169C	STB3	protein_coding	792348	793889	1	1542	1542	0	0	1542
IV	YDR170C_mRNA	-	YDR170C	SEC7	protein_coding	796193	802222	1	6030	6030	0	0	6030
IV	YDR171W_mRNA	+	YDR171W	HSP42	protein_coding	806621	807748	1	1128	1128	0	0	1128
IV	YDR172W_mRNA	+	YDR172W	SUP35	protein_coding	808324	810381	1	2058	2058	0	0	2058
IV	YDR173C_mRNA	-	YDR173C	ARG82	protein_coding	810565	811632	1	1068	1068	0	0	1068
IV	YDR174W_mRNA	+	YDR174W	HMO1	protein_coding	812110	812850	1	741	741	0	0	741
IV	YDR175C_mRNA	-	YDR175C	RSM24	protein_coding	813193	814152	1	960	960	0	0	960
IV	YDR176W_mRNA	+	YDR176W	NGG1	protein_coding	814452	816560	1	2109	2109	0	0	2109
IV	YDR177W_mRNA	+	YDR177W	UBC1	protein_coding	816878	817525	1	648	648	0	0	648
IV	YDR178W_mRNA	+	YDR178W	SDH4	protein_coding	817950	818495	1	546	546	0	0	546
IV	YDR179C_mRNA	-	YDR179C	CSN9	protein_coding	818708	819196	1	489	489	0	0	489
IV	YDR179W-A_mRNA	+	YDR179W-A	NVJ3	protein_coding	819433	820824	1	1392	1392	0	0	1392
IV	YDR180W_mRNA	+	YDR180W	SCC2	protein_coding	821295	825776	1	4482	4482	0	0	4482
IV	YDR181C_mRNA	-	YDR181C	SAS4	protein_coding	825910	827355	1	1446	1446	0	0	1446
IV	YDR182W-A_mRNA	+	YDR182W-A	YDR182W-A	protein_coding	829151	829354	1	204	204	0	0	204
IV	YDR182W_mRNA	+	YDR182W	CDC1	protein_coding	827582	829057	1	1476	1476	0	0	1476
IV	YDR183C-A_mRNA	-	YDR183C-A	YDR183C-A	protein_coding	830397	830654	1	258	258	0	0	258
IV	YDR183W_mRNA	+	YDR183W	PLP1	protein_coding	829585	830277	1	693	693	0	0	693
IV	YDR184C_mRNA	-	YDR184C	ATC1	protein_coding	830629	831513	1	885	885	0	0	885
IV	YDR185C_mRNA	-	YDR185C	UPS3	protein_coding	831934	832473	1	540	540	0	0	540
IV	YDR186C_mRNA	-	YDR186C	SND1	protein_coding	832859	835492	1	2634	2634	0	0	2634
IV	YDR187C_mRNA	-	YDR187C	YDR187C	protein_coding	836228	836746	1	519	519	0	0	519
IV	YDR188W_mRNA	+	YDR188W	CCT6	protein_coding	836421	838061	1	1641	1641	0	0	1641
IV	YDR189W_mRNA	+	YDR189W	SLY1	protein_coding	838392	840392	1	2001	2001	0	0	2001
IV	YDR190C_mRNA	-	YDR190C	RVB1	protein_coding	840604	841995	1	1392	1392	0	0	1392
IV	YDR191W_mRNA	+	YDR191W	HST4	protein_coding	842337	843449	1	1113	1113	0	0	1113
IV	YDR192C_mRNA	-	YDR192C	NUP42	protein_coding	843569	844861	1	1293	1293	0	0	1293
IV	YDR193W_mRNA	+	YDR193W	YDR193W	protein_coding	844554	844952	1	399	399	0	0	399
IV	YDR194C_mRNA	-	YDR194C	MSS116	protein_coding	845952	847946	1	1995	1995	0	0	1995
IV	YDR194W-A_mRNA	+	YDR194W-A	YDR194W-A	protein_coding	848071	848223	1	153	153	0	0	153
IV	YDR195W_mRNA	+	YDR195W	REF2	protein_coding	848599	850200	1	1602	1602	0	0	1602
IV	YDR196C_mRNA	-	YDR196C	CAB5	protein_coding	850274	850999	1	726	726	0	0	726
IV	YDR197W_mRNA	+	YDR197W	CBS2	protein_coding	851228	852397	1	1170	1170	0	0	1170
IV	YDR198C_mRNA	-	YDR198C	RKM2	protein_coding	852533	853972	1	1440	1440	0	0	1440
IV	YDR199W_mRNA	+	YDR199W	YDR199W	protein_coding	854175	854540	1	366	366	0	0	366
IV	YDR200C_mRNA	-	YDR200C	VPS64	protein_coding	854279	856093	1	1815	1815	0	0	1815
IV	YDR201W_mRNA	+	YDR201W	SPC19	protein_coding	856317	856814	1	498	498	0	0	498
IV	YDR202C_mRNA	-	YDR202C	RAV2	protein_coding	856898	857953	1	1056	1056	0	0	1056
IV	YDR203W_mRNA	+	YDR203W	YDR203W	protein_coding	857682	857999	1	318	318	0	0	318
IV	YDR204W_mRNA	+	YDR204W	COQ4	protein_coding	858137	859144	1	1008	1008	0	0	1008
IV	YDR205W_mRNA	+	YDR205W	MSC2	protein_coding	859346	861520	1	2175	2175	0	0	2175
IV	YDR206W_mRNA	+	YDR206W	EBS1	protein_coding	862054	864708	1	2655	2655	0	0	2655
IV	YDR207C_mRNA	-	YDR207C	UME6	protein_coding	865012	867522	1	2511	2511	0	0	2511
IV	YDR208W_mRNA	+	YDR208W	MSS4	protein_coding	868224	870563	1	2340	2340	0	0	2340
IV	YDR209C_mRNA	-	YDR209C	YDR209C	protein_coding	871036	871449	1	414	414	0	0	414
IV	YDR210W_mRNA	+	YDR210W	YDR210W	protein_coding	871074	871301	1	228	228	0	0	228
IV	YDR211W_mRNA	+	YDR211W	GCD6	protein_coding	884727	886865	1	2139	2139	0	0	2139
IV	YDR212W_mRNA	+	YDR212W	TCP1	protein_coding	887232	888911	1	1680	1680	0	0	1680
IV	YDR213W_mRNA	+	YDR213W	UPC2	protein_coding	889751	892492	1	2742	2742	0	0	2742
IV	YDR214W_mRNA	+	YDR214W	AHA1	protein_coding	892875	893927	1	1053	1053	0	0	1053
IV	YDR215C_mRNA	-	YDR215C	YDR215C	protein_coding	894089	894502	1	414	414	0	0	414
IV	YDR216W_mRNA	+	YDR216W	ADR1	protein_coding	895035	899006	1	3972	3972	0	0	3972
IV	YDR217C_mRNA	-	YDR217C	RAD9	protein_coding	899551	903480	1	3930	3930	0	0	3930
IV	YDR218C_mRNA	-	YDR218C	SPR28	protein_coding	903781	905052	1	1272	1272	0	0	1272
IV	YDR219C_mRNA	-	YDR219C	MFB1	protein_coding	905455	906852	1	1398	1398	0	0	1398
IV	YDR220C_mRNA	-	YDR220C	YDR220C	protein_coding	907000	907293	1	294	294	0	0	294
IV	YDR221W_mRNA	+	YDR221W	GTB1	protein_coding	907330	909438	1	2109	2109	0	0	2109
IV	YDR222W_mRNA	+	YDR222W	YDR222W	protein_coding	910054	911301	1	1248	1248	0	0	1248
IV	YDR223W_mRNA	+	YDR223W	CRF1	protein_coding	912099	913502	1	1404	1404	0	0	1404
IV	YDR224C_mRNA	-	YDR224C	HTB1	protein_coding	914317	914712	1	396	396	0	0	396
IV	YDR225W_mRNA	+	YDR225W	HTA1	protein_coding	915530	915928	1	399	399	0	0	399
IV	YDR226W_mRNA	+	YDR226W	ADK1	protein_coding	916486	917154	1	669	669	0	0	669
IV	YDR227W_mRNA	+	YDR227W	SIR4	protein_coding	917571	921647	1	4077	4077	0	0	4077
IV	YDR228C_mRNA	-	YDR228C	PCF11	protein_coding	921926	923806	1	1881	1881	0	0	1881
IV	YDR229W_mRNA	+	YDR229W	IVY1	protein_coding	924785	926146	1	1362	1362	0	0	1362
IV	YDR230W_mRNA	+	YDR230W	YDR230W	protein_coding	926223	926570	1	348	348	0	0	348
IV	YDR231C_mRNA	-	YDR231C	COX20	protein_coding	926293	926910	1	618	618	0	0	618
IV	YDR232W_mRNA	+	YDR232W	HEM1	protein_coding	927452	929098	1	1647	1647	0	0	1647
IV	YDR233C_mRNA	-	YDR233C	RTN1	protein_coding	929470	930357	1	888	888	0	0	888
IV	YDR234W_mRNA	+	YDR234W	LYS4	protein_coding	931129	933210	1	2082	2082	0	0	2082
IV	YDR235W_mRNA	+	YDR235W	PRP42	protein_coding	933504	935138	1	1635	1635	0	0	1635
IV	YDR236C_mRNA	-	YDR236C	FMN1	protein_coding	935236	935892	1	657	657	0	0	657
IV	YDR237W_mRNA	+	YDR237W	MRPL7	protein_coding	936615	937493	1	879	879	0	0	879
IV	YDR238C_mRNA	-	YDR238C	SEC26	protein_coding	937895	940816	1	2922	2922	0	0	2922
IV	YDR239C_mRNA	-	YDR239C	YDR239C	protein_coding	941057	943420	1	2364	2364	0	0	2364
IV	YDR240C_mRNA	-	YDR240C	SNU56	protein_coding	943674	945152	1	1479	1479	0	0	1479
IV	YDR241W_mRNA	+	YDR241W	BUD26	protein_coding	945151	945438	1	288	288	0	0	288
IV	YDR242W_mRNA	+	YDR242W	AMD2	protein_coding	946807	948456	1	1650	1650	0	0	1650
IV	YDR243C_mRNA	-	YDR243C	PRP28	protein_coding	948518	950284	1	1767	1767	0	0	1767
IV	YDR244W_mRNA	+	YDR244W	PEX5	protein_coding	950563	952401	1	1839	1839	0	0	1839
IV	YDR245W_mRNA	+	YDR245W	MNN10	protein_coding	952800	953981	1	1182	1182	0	0	1182
IV	YDR246W-A_mRNA	+	YDR246W-A	YDR246W-A	protein_coding	955133	955333	1	201	201	0	0	201
IV	YDR246W_mRNA	+	YDR246W	TRS23	protein_coding	954288	954947	1	660	660	0	0	660
IV	YDR247W_mRNA	+	YDR247W	VHS1	protein_coding	956013	957398	1	1386	1386	0	0	1386
IV	YDR248C_mRNA	-	YDR248C	YDR248C	protein_coding	957758	958339	1	582	582	0	0	582
IV	YDR249C_mRNA	-	YDR249C	YDR249C	protein_coding	958681	959802	1	1122	1122	0	0	1122
IV	YDR250C_mRNA	-	YDR250C	YDR250C	protein_coding	960086	960361	1	276	276	0	0	276
IV	YDR251W_mRNA	+	YDR251W	PAM1	protein_coding	960614	963106	1	2493	2493	0	0	2493
IV	YDR252W_mRNA	+	YDR252W	BTT1	protein_coding	963412	963861	1	450	450	0	0	450
IV	YDR253C_mRNA	-	YDR253C	MET32	protein_coding	963990	964565	1	576	576	0	0	576
IV	YDR254W_mRNA	+	YDR254W	CHL4	protein_coding	965113	966489	1	1377	1377	0	0	1377
IV	YDR255C_mRNA	-	YDR255C	RMD5	protein_coding	966557	967822	1	1266	1266	0	0	1266
IV	YDR256C_mRNA	-	YDR256C	CTA1	protein_coding	968133	969680	1	1548	1548	0	0	1548
IV	YDR257C_mRNA	-	YDR257C	RKM4	protein_coding	969990	971474	1	1485	1485	0	0	1485
IV	YDR258C_mRNA	-	YDR258C	HSP78	protein_coding	971808	974243	1	2436	2436	0	0	2436
IV	YDR259C_mRNA	-	YDR259C	YAP6	protein_coding	974631	975782	1	1152	1152	0	0	1152
IV	YDR260C_mRNA	-	YDR260C	SWM1	protein_coding	976717	977229	1	513	513	0	0	513
IV	YDR261C_mRNA	-	YDR261C	EXG2	protein_coding	977521	979209	1	1689	1689	0	0	1689
IV	YDR262W_mRNA	+	YDR262W	YDR262W	protein_coding	993134	993952	1	819	819	0	0	819
IV	YDR263C_mRNA	-	YDR263C	DIN7	protein_coding	994242	995534	1	1293	1293	0	0	1293
IV	YDR264C_mRNA	-	YDR264C	AKR1	protein_coding	996029	998323	1	2295	2295	0	0	2295
IV	YDR265W_mRNA	+	YDR265W	PEX10	protein_coding	998864	999877	1	1014	1014	0	0	1014
IV	YDR266C_mRNA	-	YDR266C	HEL2	protein_coding	1000104	1002023	1	1920	1920	0	0	1920
IV	YDR267C_mRNA	-	YDR267C	CIA1	protein_coding	1002510	1003502	1	993	993	0	0	993
IV	YDR268W_mRNA	+	YDR268W	MSW1	protein_coding	1004004	1005143	1	1140	1140	0	0	1140
IV	YDR269C_mRNA	-	YDR269C	YDR269C	protein_coding	1005665	1005988	1	324	324	0	0	324
IV	YDR270W_mRNA	+	YDR270W	CCC2	protein_coding	1005675	1008689	1	3015	3015	0	0	3015
IV	YDR271C_mRNA	-	YDR271C	YDR271C	protein_coding	1008395	1008766	1	372	372	0	0	372
IV	YDR272W_mRNA	+	YDR272W	GLO2	protein_coding	1009010	1009834	1	825	825	0	0	825
IV	YDR273W_mRNA	+	YDR273W	DON1	protein_coding	1010176	1011273	1	1098	1098	0	0	1098
IV	YDR274C_mRNA	-	YDR274C	YDR274C	protein_coding	1011589	1011960	1	372	372	0	0	372
IV	YDR275W_mRNA	+	YDR275W	BSC2	protein_coding	1012252	1012959	1	708	708	0	0	708
IV	YDR276C_mRNA	-	YDR276C	PMP3	protein_coding	1013476	1013643	1	168	168	0	0	168
IV	YDR277C_mRNA	-	YDR277C	MTH1	protein_coding	1014401	1015702	1	1302	1302	0	0	1302
IV	YDR278C_mRNA	-	YDR278C	YDR278C	protein_coding	1017001	1017318	1	318	318	0	0	318
IV	YDR279W_mRNA	+	YDR279W	RNH202	protein_coding	1019368	1020420	1	1053	1053	0	0	1053
IV	YDR280W_mRNA	+	YDR280W	RRP45	protein_coding	1020747	1021664	1	918	918	0	0	918
IV	YDR281C_mRNA	-	YDR281C	PHM6	protein_coding	1022007	1022321	1	315	315	0	0	315
IV	YDR282C_mRNA	-	YDR282C	MRX10	protein_coding	1023511	1024755	1	1245	1245	0	0	1245
IV	YDR283C_mRNA	-	YDR283C	GCN2	protein_coding	1025070	1030049	1	4980	4980	0	0	4980
IV	YDR284C_mRNA	-	YDR284C	DPP1	protein_coding	1030550	1031419	1	870	870	0	0	870
IV	YDR285W_mRNA	+	YDR285W	ZIP1	protein_coding	1032436	1035063	1	2628	2628	0	0	2628
IV	YDR286C_mRNA	-	YDR286C	YDR286C	protein_coding	1035231	1035575	1	345	345	0	0	345
IV	YDR287W_mRNA	+	YDR287W	INM2	protein_coding	1035995	1036873	1	879	879	0	0	879
IV	YDR288W_mRNA	+	YDR288W	NSE3	protein_coding	1037195	1038106	1	912	912	0	0	912
IV	YDR289C_mRNA	-	YDR289C	RTT103	protein_coding	1038280	1039509	1	1230	1230	0	0	1230
IV	YDR290W_mRNA	+	YDR290W	YDR290W	protein_coding	1039370	1039699	1	330	330	0	0	330
IV	YDR291W_mRNA	+	YDR291W	HRQ1	protein_coding	1039728	1042961	1	3234	3234	0	0	3234
IV	YDR292C_mRNA	-	YDR292C	SRP101	protein_coding	1043146	1045011	1	1866	1866	0	0	1866
IV	YDR293C_mRNA	-	YDR293C	SSD1	protein_coding	1045640	1049392	1	3753	3753	0	0	3753
IV	YDR294C_mRNA	-	YDR294C	DPL1	protein_coding	1050459	1052228	1	1770	1770	0	0	1770
IV	YDR295C_mRNA	-	YDR295C	HDA2	protein_coding	1052623	1054647	1	2025	2025	0	0	2025
IV	YDR296W_mRNA	+	YDR296W	MHR1	protein_coding	1055212	1055892	1	681	681	0	0	681
IV	YDR297W_mRNA	+	YDR297W	SUR2	protein_coding	1056551	1057600	1	1050	1050	0	0	1050
IV	YDR298C_mRNA	-	YDR298C	ATP5	protein_coding	1058176	1058814	1	639	639	0	0	639
IV	YDR299W_mRNA	+	YDR299W	BFR2	protein_coding	1059627	1061231	1	1605	1605	0	0	1605
IV	YDR300C_mRNA	-	YDR300C	PRO1	protein_coding	1061505	1062791	1	1287	1287	0	0	1287
IV	YDR301W_mRNA	+	YDR301W	CFT1	protein_coding	1063352	1067425	1	4074	4074	0	0	4074
IV	YDR302W_mRNA	+	YDR302W	GPI11	protein_coding	1067731	1068390	1	660	660	0	0	660
IV	YDR303C_mRNA	-	YDR303C	RSC3	protein_coding	1068729	1071386	1	2658	2658	0	0	2658
IV	YDR304C_mRNA	-	YDR304C	CPR5	protein_coding	1071880	1072557	1	678	678	0	0	678
IV	YDR305C_mRNA	-	YDR305C	HNT2	protein_coding	1072746	1073488	1	654	654	0	0	654
IV	YDR306C_mRNA	-	YDR306C	YDR306C	protein_coding	1073735	1075171	1	1437	1437	0	0	1437
IV	YDR307W_mRNA	+	YDR307W	PMT7	protein_coding	1075865	1077853	1	1989	1989	0	0	1989
IV	YDR308C_mRNA	-	YDR308C	SRB7	protein_coding	1078027	1078449	1	423	423	0	0	423
IV	YDR309C_mRNA	-	YDR309C	GIC2	protein_coding	1079048	1080199	1	1152	1152	0	0	1152
IV	YDR310C_mRNA	-	YDR310C	SUM1	protein_coding	1081128	1084316	1	3189	3189	0	0	3189
IV	YDR311W_mRNA	+	YDR311W	TFB1	protein_coding	1085065	1086993	1	1929	1929	0	0	1929
IV	YDR312W_mRNA	+	YDR312W	SSF2	protein_coding	1087581	1088942	1	1362	1362	0	0	1362
IV	YDR313C_mRNA	-	YDR313C	PIB1	protein_coding	1089219	1090079	1	861	861	0	0	861
IV	YDR314C_mRNA	-	YDR314C	RAD34	protein_coding	1090433	1092511	1	2079	2079	0	0	2079
IV	YDR315C_mRNA	-	YDR315C	IPK1	protein_coding	1092741	1093586	1	846	846	0	0	846
IV	YDR316W_mRNA	+	YDR316W	OMS1	protein_coding	1093763	1095178	1	1416	1416	0	0	1416
IV	YDR317W_mRNA	+	YDR317W	HIM1	protein_coding	1102184	1103428	1	1245	1245	0	0	1245
IV	YDR318W_mRNA	+	YDR318W	MCM21	protein_coding	1103758	1104947	1	1107	1107	0	0	1107
IV	YDR319C_mRNA	-	YDR319C	YDR319C	protein_coding	1105003	1105827	1	825	825	0	0	825
IV	YDR320C-A_mRNA	-	YDR320C-A	DAD4	protein_coding	1108280	1108498	1	219	219	0	0	219
IV	YDR320C_mRNA	-	YDR320C	SWA2	protein_coding	1106095	1108101	1	2007	2007	0	0	2007
IV	YDR320W-B_mRNA	+	YDR320W-B	YDR320W-B	protein_coding	1108484	1108621	1	138	138	0	0	138
IV	YDR321W_mRNA	+	YDR321W	ASP1	protein_coding	1108702	1109847	1	1146	1146	0	0	1146
IV	YDR322C-A_mRNA	-	YDR322C-A	TIM11	protein_coding	1112003	1112293	1	291	291	0	0	291
IV	YDR322W_mRNA	+	YDR322W	MRPL35	protein_coding	1110589	1111692	1	1104	1104	0	0	1104
IV	YDR323C_mRNA	-	YDR323C	PEP7	protein_coding	1112480	1114027	1	1548	1548	0	0	1548
IV	YDR324C_mRNA	-	YDR324C	UTP4	protein_coding	1114433	1116763	1	2331	2331	0	0	2331
IV	YDR325W_mRNA	+	YDR325W	YCG1	protein_coding	1117126	1120233	1	3108	3108	0	0	3108
IV	YDR326C_mRNA	-	YDR326C	YSP2	protein_coding	1120609	1124925	1	4317	4317	0	0	4317
IV	YDR327W_mRNA	+	YDR327W	YDR327W	protein_coding	1125302	1125628	1	327	327	0	0	327
IV	YDR328C_mRNA	-	YDR328C	SKP1	protein_coding	1125434	1126018	1	585	585	0	0	585
IV	YDR329C_mRNA	-	YDR329C	PEX3	protein_coding	1126270	1127595	1	1326	1326	0	0	1326
IV	YDR330W_mRNA	+	YDR330W	UBX5	protein_coding	1127872	1129374	1	1503	1503	0	0	1503
IV	YDR331W_mRNA	+	YDR331W	GPI8	protein_coding	1129588	1130823	1	1236	1236	0	0	1236
IV	YDR332W_mRNA	+	YDR332W	IRC3	protein_coding	1131001	1133070	1	2070	2070	0	0	2070
IV	YDR333C_mRNA	-	YDR333C	RQC1	protein_coding	1133260	1135431	1	2172	2172	0	0	2172
IV	YDR334W_mRNA	+	YDR334W	SWR1	protein_coding	1135932	1140476	1	4545	4545	0	0	4545
IV	YDR335W_mRNA	+	YDR335W	MSN5	protein_coding	1141168	1144842	1	3675	3675	0	0	3675
IV	YDR336W_mRNA	+	YDR336W	MRX8	protein_coding	1145092	1146036	1	945	945	0	0	945
IV	YDR337W_mRNA	+	YDR337W	MRPS28	protein_coding	1146319	1147179	1	861	861	0	0	861
IV	YDR338C_mRNA	-	YDR338C	YDR338C	protein_coding	1147379	1149466	1	2088	2088	0	0	2088
IV	YDR339C_mRNA	-	YDR339C	FCF1	protein_coding	1149951	1150520	1	570	570	0	0	570
IV	YDR340W_mRNA	+	YDR340W	YDR340W	protein_coding	1150881	1151183	1	303	303	0	0	303
IV	YDR341C_mRNA	-	YDR341C	YDR341C	protein_coding	1151803	1153626	1	1824	1824	0	0	1824
IV	YDR342C_mRNA	-	YDR342C	HXT7	protein_coding	1154216	1155928	1	1713	1713	0	0	1713
IV	YDR343C_mRNA	-	YDR343C	HXT6	protein_coding	1159608	1161320	1	1713	1713	0	0	1713
IV	YDR344C_mRNA	-	YDR344C	YDR344C	protein_coding	1162006	1162449	1	444	444	0	0	444
IV	YDR345C_mRNA	-	YDR345C	HXT3	protein_coding	1162957	1164660	1	1704	1704	0	0	1704
IV	YDR346C_mRNA	-	YDR346C	SVF1	protein_coding	1167214	1168659	1	1446	1446	0	0	1446
IV	YDR347W_mRNA	+	YDR347W	MRP1	protein_coding	1169178	1170143	1	966	966	0	0	966
IV	YDR348C_mRNA	-	YDR348C	PAL1	protein_coding	1170326	1171825	1	1500	1500	0	0	1500
IV	YDR349C_mRNA	-	YDR349C	YPS7	protein_coding	1172386	1174176	1	1791	1791	0	0	1791
IV	YDR350C_mRNA	-	YDR350C	ATP22	protein_coding	1176120	1178174	1	2055	2055	0	0	2055
IV	YDR351W_mRNA	+	YDR351W	SBE2	protein_coding	1178666	1181260	1	2595	2595	0	0	2595
IV	YDR352W_mRNA	+	YDR352W	YPQ2	protein_coding	1181801	1182754	1	954	954	0	0	954
IV	YDR353W_mRNA	+	YDR353W	TRR1	protein_coding	1183299	1184258	1	960	960	0	0	960
IV	YDR354C-A_mRNA	-	YDR354C-A	YDR354C-A	protein_coding	1185139	1185282	1	144	144	0	0	144
IV	YDR354W_mRNA	+	YDR354W	TRP4	protein_coding	1184747	1185889	1	1143	1143	0	0	1143
