si-Ctrl-1	si-Ctrl-2	si-eIF5A-1	si-eIF5A-2
YKL198C_mRNA	YGR112W_mRNA	YPR148C_mRNA	YNL238W_mRNA
YIL050W_mRNA	YHR197W_mRNA	YNL200C_mRNA	YDR367W_mRNA
YDR341C_mRNA	YML008C_mRNA	YBL101C_mRNA	YGL091C_mRNA
YPL157W_mRNA	YBR009C_mRNA	YOR349W_mRNA	YAL047C_mRNA
YGR112W_mRNA	YLR417W_mRNA	YKL198C_mRNA	YMR292W_mRNA
YHR197W_mRNA	YNL327W_mRNA	YIL050W_mRNA	YLR268W_mRNA
YML008C_mRNA	YDL054C_mRNA	YDR341C_mRNA	YDL115C_mRNA
YBR009C_mRNA	YLR398C_mRNA	YPL157W_mRNA	YNL140C_mRNA
YLR417W_mRNA	YGR161C_mRNA	YGR112W_mRNA	YMR313C_mRNA
YNL327W_mRNA	YDR251W_mRNA	YHR197W_mRNA	YDR205W_mRNA
YDL054C_mRNA	YPR103W_mRNA	YML008C_mRNA	YLR140W_mRNA
YLR398C_mRNA	YDR177W_mRNA	YBR009C_mRNA	YDL212W_mRNA
YGR161C_mRNA	YLR333C_mRNA	YLR417W_mRNA	YKR065C_mRNA
YDR251W_mRNA	YAL007C_mRNA	YNL327W_mRNA	YKR074W_mRNA
YPR103W_mRNA	YDL031W_mRNA	YDL054C_mRNA	YDR096W_mRNA
YDR177W_mRNA	YMR185W_mRNA	YLR398C_mRNA	YHL031C_mRNA
YLR333C_mRNA	YLL061W_mRNA	YGR161C_mRNA	YPL065W_mRNA
YAL007C_mRNA	YMR173W-A_mRNA	YDR251W_mRNA	YOR224C_mRNA
YDL031W_mRNA	YMR036C_mRNA	YPR103W_mRNA	YJL192C_mRNA
YMR185W_mRNA	YDR217C_mRNA	YDR177W_mRNA	YPR148C_mRNA
YLL061W_mRNA	YDR050C_mRNA	YLR333C_mRNA	YNL200C_mRNA
YMR173W-A_mRNA	YPL023C_mRNA	YAL007C_mRNA	YBL101C_mRNA
YMR036C_mRNA	YDL002C_mRNA	YDL031W_mRNA	YOR349W_mRNA
YDR217C_mRNA	YJR091C_mRNA	YMR185W_mRNA	YKL198C_mRNA
YDR050C_mRNA	YFR040W_mRNA	YMR173W-A_mRNA	YIL050W_mRNA
YPL023C_mRNA	YDR478W_mRNA	YMR036C_mRNA	YDR341C_mRNA
YDL002C_mRNA	YDR190C_mRNA	YDR217C_mRNA	YPL157W_mRNA
YJR091C_mRNA	YER090W_mRNA	YDR050C_mRNA	YGR112W_mRNA
YFR040W_mRNA	YBR204C_mRNA	YPL023C_mRNA	YHR197W_mRNA
YDR478W_mRNA	YGL162W_mRNA	YDL002C_mRNA	YML008C_mRNA
YDR190C_mRNA	YDR339C_mRNA	YJR091C_mRNA	YBR009C_mRNA
YER090W_mRNA	YBR252W_mRNA	YNR063W_mRNA	YLR417W_mRNA
YBR204C_mRNA	YLR390W-A_mRNA	YPL005W_mRNA	YNL327W_mRNA
YGL162W_mRNA	YGR030C_mRNA	YFR040W_mRNA	YDL054C_mRNA
YDR339C_mRNA	YDL126C_mRNA	YDR478W_mRNA	YLR398C_mRNA
YBR252W_mRNA	YMR032W_mRNA	YDR190C_mRNA	YGR161C_mRNA
YLR390W-A_mRNA	YBR289W_mRNA	YER090W_mRNA	YDR251W_mRNA
YGR030C_mRNA	YDR428C_mRNA	YBR204C_mRNA	YPR103W_mRNA
YDL126C_mRNA	YLR456W_mRNA	YGL162W_mRNA	YDR177W_mRNA
YMR032W_mRNA	YDR472W_mRNA	YDR339C_mRNA	YLR333C_mRNA
YBR289W_mRNA	YDR388W_mRNA	YBR252W_mRNA	YAL007C_mRNA
YDR428C_mRNA	YJR099W_mRNA	YLR390W-A_mRNA	YDL031W_mRNA
YJR099W_mRNA	YKL057C_mRNA	YGR030C_mRNA	YMR185W_mRNA
YDR472W_mRNA	YAR014C_mRNA	YDL126C_mRNA	YLL061W_mRNA
YDR388W_mRNA	YDL012C_mRNA	YBR289W_mRNA	YMR173W-A_mRNA
YKL057C_mRNA	YPL172C_mRNA	YJR099W_mRNA	YMR036C_mRNA
YAR014C_mRNA	YGL196W_mRNA	YDR428C_mRNA	YDR217C_mRNA
YDL012C_mRNA	YOR168W_mRNA	YLR456W_mRNA	YDR050C_mRNA
YPL172C_mRNA	YDR192C_mRNA	YDR472W_mRNA	YPL023C_mRNA
YGL196W_mRNA	YJL164C_mRNA	YDR388W_mRNA	YDL002C_mRNA
YOR168W_mRNA	YCR043C_mRNA	YKL057C_mRNA	YJR091C_mRNA
YDR192C_mRNA	YOR319W_mRNA	YAR014C_mRNA	YNR063W_mRNA
YJL164C_mRNA	YIL010W_mRNA	YDL012C_mRNA	YPL005W_mRNA
YCR043C_mRNA	YIL034C_mRNA	YPL172C_mRNA	YFR040W_mRNA
YOR319W_mRNA	YIR021W_mRNA	YGL196W_mRNA	YDR478W_mRNA
YIL010W_mRNA	YOL028C_mRNA	YOR168W_mRNA	YDR190C_mRNA
YIL034C_mRNA	YPL262W_mRNA	YDR192C_mRNA	YER090W_mRNA
YIR021W_mRNA	YDR059C_mRNA	YJL164C_mRNA	YBR204C_mRNA
YOL028C_mRNA	YGR041W_mRNA	YCR043C_mRNA	YGL162W_mRNA
YPL262W_mRNA	YLR099C_mRNA	YOR319W_mRNA	YDR339C_mRNA
YDR059C_mRNA	YDL001W_mRNA	YIL010W_mRNA	YBR252W_mRNA
YGR041W_mRNA	YNL243W_mRNA	YIL034C_mRNA	YLR390W-A_mRNA
YLR099C_mRNA	YGR167W_mRNA	YIR021W_mRNA	YGR030C_mRNA
YDL001W_mRNA	YDR200C_mRNA	YOL028C_mRNA	YDL126C_mRNA
YNL243W_mRNA	YER060W_mRNA	YPL262W_mRNA	YMR032W_mRNA
YGR167W_mRNA	YDR468C_mRNA	YDR059C_mRNA	YBR289W_mRNA
YDR200C_mRNA	YMR255W_mRNA	YGR041W_mRNA	YDR428C_mRNA
YER060W_mRNA	YCR044C_mRNA	YLR099C_mRNA	YLR456W_mRNA
YDR468C_mRNA	YDR254W_mRNA	YDL001W_mRNA	YDR472W_mRNA
YMR255W_mRNA	YNL283C_mRNA	YNL243W_mRNA	YDR388W_mRNA
YCR044C_mRNA	YPL038W_mRNA	YGR167W_mRNA	YJR099W_mRNA
YOR256C_mRNA	YGR233C_mRNA	YDR200C_mRNA	YKL057C_mRNA
YNL283C_mRNA	YML085C_mRNA	YDR468C_mRNA	YAR014C_mRNA
YPL038W_mRNA	YOR256C_mRNA	YMR255W_mRNA	YDL012C_mRNA
YGR233C_mRNA	YBL034C_mRNA	YOR256C_mRNA	YPL172C_mRNA
YML085C_mRNA	YFL024C_mRNA	YCR044C_mRNA	YGL196W_mRNA
YBL034C_mRNA	YJL109C_mRNA	YPL038W_mRNA	YOR168W_mRNA
YFL024C_mRNA	YDR091C_mRNA	YGR233C_mRNA	YDR192C_mRNA
YJL109C_mRNA	YIL098C_mRNA	YML085C_mRNA	YJL164C_mRNA
YDR091C_mRNA	YBR054W_mRNA	YBL034C_mRNA	YCR043C_mRNA
YIL098C_mRNA	YMR131C_mRNA	YFL024C_mRNA	YOR319W_mRNA
YBR054W_mRNA	YDR131C_mRNA	YJL109C_mRNA	YIL010W_mRNA
YMR131C_mRNA	YGR140W_mRNA	YDR091C_mRNA	YIL034C_mRNA
YDR131C_mRNA	YNL102W_mRNA	YIL098C_mRNA	YIR021W_mRNA
YGR140W_mRNA	YBL102W_mRNA	YBR054W_mRNA	YOL028C_mRNA
YNL102W_mRNA	YBR130C_mRNA	YMR131C_mRNA	YPL262W_mRNA
YBL102W_mRNA	YBR023C_mRNA	YDR131C_mRNA	YDR059C_mRNA
YBR130C_mRNA	YEL015W_mRNA	YBL102W_mRNA	YGR041W_mRNA
YBR023C_mRNA	YOR187W_mRNA	YBR130C_mRNA	YLR099C_mRNA
YEL015W_mRNA	YLR414C_mRNA	YBR023C_mRNA	YDL001W_mRNA
YOR187W_mRNA	YLR128W_mRNA	YEL015W_mRNA	YNL243W_mRNA
YLR414C_mRNA	YDL063C_mRNA	YOR187W_mRNA	YGR167W_mRNA
YLR128W_mRNA	YLR439W_mRNA	YLR414C_mRNA	YDR200C_mRNA
YDL063C_mRNA	YNL254C_mRNA	YLR128W_mRNA	YDR468C_mRNA
YLR439W_mRNA	YOL009C_mRNA	YDL063C_mRNA	YMR255W_mRNA
YNL254C_mRNA	YDR320C_mRNA	YLR439W_mRNA	YOR256C_mRNA
YOL009C_mRNA	YLR205C_mRNA	YNL254C_mRNA	YCR044C_mRNA
YDR320C_mRNA	YGL048C_mRNA	YOL009C_mRNA	YNL283C_mRNA
YLR205C_mRNA	YNL151C_mRNA	YDR320C_mRNA	YPL038W_mRNA
YGL048C_mRNA	YPL037C_mRNA	YLR205C_mRNA	YGR233C_mRNA
YNL151C_mRNA	YDL033C_mRNA	YGL048C_mRNA	YML085C_mRNA
YPL037C_mRNA	YGR122W_mRNA	YNL151C_mRNA	YBL034C_mRNA
YDL033C_mRNA	YMR203W_mRNA	YPL037C_mRNA	YFL024C_mRNA
YGR122W_mRNA	YPR091C_mRNA	YDL033C_mRNA	YJL109C_mRNA
YMR203W_mRNA	YKR059W_mRNA	YGR122W_mRNA	YDR091C_mRNA
YPR091C_mRNA	YGL093W_mRNA	YMR203W_mRNA	YIL098C_mRNA
YKR059W_mRNA	YNL321W_mRNA	YPR091C_mRNA	YBR054W_mRNA
YGL093W_mRNA	YGL135W_mRNA	YKR059W_mRNA	YMR131C_mRNA
YNL321W_mRNA	YOR204W_mRNA	YGL093W_mRNA	YDR131C_mRNA
YGL135W_mRNA	YDR376W_mRNA	YNL321W_mRNA	YBL102W_mRNA
YOR204W_mRNA	YJR129C_mRNA	YGL135W_mRNA	YBR130C_mRNA
YDR376W_mRNA	YDR286C_mRNA	YCR091W_mRNA	YBR023C_mRNA
YJR129C_mRNA	YBR227C_mRNA	YPL186C_mRNA	YEL015W_mRNA
YDR286C_mRNA	YDR168W_mRNA	YOR204W_mRNA	YOR187W_mRNA
YBR227C_mRNA	YLL002W_mRNA	YDR376W_mRNA	YLR414C_mRNA
YDR168W_mRNA	YOL092W_mRNA	YDR286C_mRNA	YLR128W_mRNA
YLL002W_mRNA	YIL106W_mRNA	YBR227C_mRNA	YDL063C_mRNA
YOL092W_mRNA	YLR108C_mRNA	YDR168W_mRNA	YLR439W_mRNA
YIL106W_mRNA	YLR218C_mRNA	YPR026W_mRNA	YNL254C_mRNA
YLR108C_mRNA	YJR055W_mRNA	YOL092W_mRNA	YOL009C_mRNA
YLR218C_mRNA	YNL107W_mRNA	YIL106W_mRNA	YDR320C_mRNA
YJR055W_mRNA	YHR170W_mRNA	YLR108C_mRNA	YLR205C_mRNA
YNL107W_mRNA	YOR298C-A_mRNA	YLR218C_mRNA	YGL048C_mRNA
YHR170W_mRNA	YGR153W_mRNA	YJR055W_mRNA	YNL151C_mRNA
YOR298C-A_mRNA	YPL143W_mRNA	YNL107W_mRNA	YPL037C_mRNA
YPL143W_mRNA	YGR188C_mRNA	YHR170W_mRNA	YDL033C_mRNA
YGR188C_mRNA	YJL138C_mRNA	YML118W_mRNA	YGR122W_mRNA
YJL138C_mRNA	YMR158W_mRNA	YOR298C-A_mRNA	YMR203W_mRNA
YMR158W_mRNA	YOL080C_mRNA	YPL143W_mRNA	YPR091C_mRNA
YOL080C_mRNA	YPL055C_mRNA	YJL138C_mRNA	YKR059W_mRNA
YPL055C_mRNA	YBR026C_mRNA	YMR158W_mRNA	YGL093W_mRNA
YBR026C_mRNA	YDR167W_mRNA	YOL080C_mRNA	YNL321W_mRNA
YDR167W_mRNA	YMR115W_mRNA	YPL055C_mRNA	YGL135W_mRNA
YMR115W_mRNA	YJL054W_mRNA	YBR026C_mRNA	YCR091W_mRNA
YJL054W_mRNA	YPR128C_mRNA	YDR167W_mRNA	YPL186C_mRNA
YPR128C_mRNA	YKL017C_mRNA	YMR115W_mRNA	YOR204W_mRNA
YKL017C_mRNA	YMR180C_mRNA	YJL054W_mRNA	YDR376W_mRNA
YMR180C_mRNA	YNL137C_mRNA	YPR128C_mRNA	YDR286C_mRNA
YNL137C_mRNA	YIR033W_mRNA	YKL017C_mRNA	YBR227C_mRNA
YIR033W_mRNA	YMR139W_mRNA	YMR180C_mRNA	YDR168W_mRNA
YMR139W_mRNA	YLR028C_mRNA	YNL137C_mRNA	YOL092W_mRNA
YLR028C_mRNA	YPR158W_mRNA	YIR033W_mRNA	YIL106W_mRNA
YPR158W_mRNA	YBR175W_mRNA	YMR139W_mRNA	YLR108C_mRNA
YBR175W_mRNA	YKL193C_mRNA	YLR028C_mRNA	YLR218C_mRNA
YKL193C_mRNA	YDL112W_mRNA	YPR158W_mRNA	YJR055W_mRNA
YDL112W_mRNA	YPL225W_mRNA	YBR175W_mRNA	YNL107W_mRNA
YPL225W_mRNA	YIL076W_mRNA	YIL155C_mRNA	YHR170W_mRNA
YIL076W_mRNA	YIL129C_mRNA	YKL193C_mRNA	YOR298C-A_mRNA
YIL129C_mRNA	YOR257W_mRNA	YDL112W_mRNA	YPL143W_mRNA
YOR257W_mRNA	YNL095C_mRNA	YPL225W_mRNA	YJL138C_mRNA
YNL095C_mRNA	YDL089W_mRNA	YIL076W_mRNA	YMR158W_mRNA
YDL089W_mRNA	YOR164C_mRNA	YIL129C_mRNA	YOL080C_mRNA
YOR164C_mRNA	YBL017C_mRNA	YOR257W_mRNA	YPL055C_mRNA
YBL017C_mRNA	YLR313C_mRNA	YNL095C_mRNA	YBR026C_mRNA
YLR313C_mRNA	YNL264C_mRNA	YDL089W_mRNA	YDR167W_mRNA
YNL264C_mRNA	YCL040W_mRNA	YOR164C_mRNA	YMR115W_mRNA
YCL040W_mRNA	YDR347W_mRNA	YBL017C_mRNA	YJL054W_mRNA
YDR347W_mRNA	YHR187W_mRNA	YNL264C_mRNA	YPR128C_mRNA
YHR187W_mRNA	YJL122W_mRNA	YCL040W_mRNA	YKL017C_mRNA
YJL122W_mRNA	YKL008C_mRNA	YDR347W_mRNA	YMR180C_mRNA
YKL008C_mRNA	YKL001C_mRNA	YHR187W_mRNA	YNL137C_mRNA
YKL001C_mRNA	YIR009W_mRNA	YJL122W_mRNA	YIR033W_mRNA
YIR009W_mRNA	YPL050C_mRNA	YKL008C_mRNA	YMR139W_mRNA
YPL050C_mRNA	YPL079W_mRNA	YKL001C_mRNA	YLR028C_mRNA
YPL079W_mRNA	YAL022C_mRNA	YIR009W_mRNA	YPR158W_mRNA
YAL022C_mRNA	YMR155W_mRNA	YPL050C_mRNA	YBR175W_mRNA
YMR155W_mRNA	YLR040C_mRNA	YPL079W_mRNA	YKL193C_mRNA
YLR040C_mRNA	YPR079W_mRNA	YAL022C_mRNA	YDL112W_mRNA
YPR079W_mRNA	YKL155C_mRNA	YMR155W_mRNA	YPL225W_mRNA
YKL155C_mRNA	YMR241W_mRNA	YLR040C_mRNA	YIL076W_mRNA
YMR241W_mRNA	YDR231C_mRNA	YPR079W_mRNA	YIL129C_mRNA
YDR231C_mRNA	YLL022C_mRNA	YKL155C_mRNA	YOR257W_mRNA
YLL022C_mRNA	YBR039W_mRNA	YMR241W_mRNA	YNL095C_mRNA
YBR039W_mRNA	YHR105W_mRNA	YDR231C_mRNA	YDL089W_mRNA
YHR105W_mRNA	YDR005C_mRNA	YML101C-A_mRNA	YOR164C_mRNA
YDR005C_mRNA	YKL078W_mRNA	YBR039W_mRNA	YBL017C_mRNA
YKL078W_mRNA	YOR103C_mRNA	YHR105W_mRNA	YNL264C_mRNA
YOR103C_mRNA	YDR362C_mRNA	YDR005C_mRNA	YCL040W_mRNA
YDR362C_mRNA	YEL038W_mRNA	YKL078W_mRNA	YDR347W_mRNA
YEL038W_mRNA	YDR252W_mRNA	YOR103C_mRNA	YHR187W_mRNA
YDR252W_mRNA	YHR032W_mRNA	YDR362C_mRNA	YJL122W_mRNA
YHR032W_mRNA	YGL238W_mRNA	YEL038W_mRNA	YKL008C_mRNA
YGL238W_mRNA	YBR010W_mRNA	YDR252W_mRNA	YKL001C_mRNA
YBR010W_mRNA	YER042W_mRNA	YHR032W_mRNA	YIR009W_mRNA
YER042W_mRNA	YGR152C_mRNA	YGL238W_mRNA	YPL050C_mRNA
YGR152C_mRNA	YDR113C_mRNA	YBR010W_mRNA	YPL079W_mRNA
YDR113C_mRNA	YDL127W_mRNA	YER042W_mRNA	YAL022C_mRNA
YDL127W_mRNA	YLR294C_mRNA	YGR152C_mRNA	YMR155W_mRNA
YLR294C_mRNA	YNL087W_mRNA	YDR113C_mRNA	YLR040C_mRNA
YNL087W_mRNA	YGL216W_mRNA	YDL127W_mRNA	YPR079W_mRNA
YGL216W_mRNA	YBR141C_mRNA	YLR294C_mRNA	YKL155C_mRNA
YBR141C_mRNA	YLR427W_mRNA	YNL087W_mRNA	YMR241W_mRNA
YLR427W_mRNA	YFL017C_mRNA	YGL216W_mRNA	YDR231C_mRNA
YFL017C_mRNA	YMR113W_mRNA	YBR141C_mRNA	YML101C-A_mRNA
YMR113W_mRNA	YMR147W_mRNA	YLR427W_mRNA	YBR039W_mRNA
YMR147W_mRNA	YPL259C_mRNA	YFL017C_mRNA	YHR105W_mRNA
YPL259C_mRNA	YGL016W_mRNA	YMR113W_mRNA	YDR005C_mRNA
YGL016W_mRNA	YCL055W_mRNA	YMR147W_mRNA	YKL078W_mRNA
YCL055W_mRNA	YDR430C_mRNA	YPL259C_mRNA	YOR103C_mRNA
YDR430C_mRNA	YDR028C_mRNA	YGL016W_mRNA	YDR362C_mRNA
YDR028C_mRNA	YPR144C_mRNA	YCL055W_mRNA	YEL038W_mRNA
YPR144C_mRNA	YPL016W_mRNA	YDR430C_mRNA	YDR252W_mRNA
YPL016W_mRNA	YOR315W_mRNA	YDR028C_mRNA	YHR032W_mRNA
YOR315W_mRNA	YBR058C_mRNA	YPR144C_mRNA	YGL238W_mRNA
YBR058C_mRNA	YML026C_mRNA	YPL016W_mRNA	YBR010W_mRNA
YML026C_mRNA	YDR414C_mRNA	YBR058C_mRNA	YER042W_mRNA
YDR414C_mRNA	YDL066W_mRNA	YML026C_mRNA	YGR152C_mRNA
YDL066W_mRNA	YPL094C_mRNA	YDR414C_mRNA	YDR113C_mRNA
YPL094C_mRNA	YIL115C_mRNA	YDL066W_mRNA	YDL127W_mRNA
YIL115C_mRNA	YKL150W_mRNA	YPL094C_mRNA	YLR294C_mRNA
YKL150W_mRNA	YEL009C_mRNA	YIL115C_mRNA	YNL087W_mRNA
YEL009C_mRNA	YNL162W_mRNA	YDR104C_mRNA	YGL216W_mRNA
YNL162W_mRNA	YOL040C_mRNA	YKL150W_mRNA	YBR141C_mRNA
YOL040C_mRNA	YCR067C_mRNA	YEL009C_mRNA	YLR427W_mRNA
YCR067C_mRNA	YKR062W_mRNA	YOL083W_mRNA	YFL017C_mRNA
YKR062W_mRNA	YJR111C_mRNA	YNL162W_mRNA	YMR113W_mRNA
YJR111C_mRNA	YDR443C_mRNA	YOL040C_mRNA	YMR147W_mRNA
YDR443C_mRNA	YLR176C_mRNA	YCR067C_mRNA	YPL259C_mRNA
YLR176C_mRNA	YOR303W_mRNA	YKR062W_mRNA	YGL016W_mRNA
YOR303W_mRNA	YPR133C_mRNA	YJR111C_mRNA	YCL055W_mRNA
YPR133C_mRNA	YNL067W_mRNA	YDR443C_mRNA	YDR430C_mRNA
YNL067W_mRNA	YLR010C_mRNA	YLR176C_mRNA	YDR028C_mRNA
YLR010C_mRNA	YBL014C_mRNA	YOR303W_mRNA	YPR144C_mRNA
YBL014C_mRNA	YDR531W_mRNA	YPR133C_mRNA	YPL016W_mRNA
YDR531W_mRNA	YML041C_mRNA	YNL067W_mRNA	YBR058C_mRNA
YML041C_mRNA	YPL090C_mRNA	YLR010C_mRNA	YML026C_mRNA
YPL090C_mRNA	YJL082W_mRNA	YBL014C_mRNA	YDR414C_mRNA
YJL082W_mRNA	YCL045C_mRNA	YDR531W_mRNA	YDL066W_mRNA
YCL045C_mRNA	YLR132C_mRNA	YML041C_mRNA	YPL094C_mRNA
YLR132C_mRNA	YBL083C_mRNA	YPL090C_mRNA	YIL115C_mRNA
YBL083C_mRNA	YDR181C_mRNA	YJL082W_mRNA	YDR104C_mRNA
YDR181C_mRNA	YGR200C_mRNA	YCL045C_mRNA	YKL150W_mRNA
YGR200C_mRNA	YDR281C_mRNA	YLR132C_mRNA	YEL009C_mRNA
YDR281C_mRNA	YBR201W_mRNA	YBL083C_mRNA	YNL162W_mRNA
YBR201W_mRNA	YGL050W_mRNA	YDR181C_mRNA	YOL040C_mRNA
YGL050W_mRNA	YDR202C_mRNA	YGR200C_mRNA	YCR067C_mRNA
YDR202C_mRNA	YIR018W_mRNA	YJR034W_mRNA	YKR062W_mRNA
YIR018W_mRNA	YJR034W_mRNA	YBR201W_mRNA	YJR111C_mRNA
YJR034W_mRNA	YKR085C_mRNA	YGL050W_mRNA	YDR443C_mRNA
YKR085C_mRNA	YMR008C_mRNA	YDR202C_mRNA	YLR176C_mRNA
YMR008C_mRNA	YOR052C_mRNA	YIR018W_mRNA	YOR303W_mRNA
YOR052C_mRNA	YJL047C_mRNA	YKR085C_mRNA	YPR133C_mRNA
YJL047C_mRNA	YPR071W_mRNA	YMR008C_mRNA	YNL067W_mRNA
YPR071W_mRNA	YPL053C_mRNA	YOR052C_mRNA	YLR010C_mRNA
YPL053C_mRNA	YLL015W_mRNA	YJL047C_mRNA	YBL014C_mRNA
YLL015W_mRNA	YDR292C_mRNA	YPR071W_mRNA	YDR531W_mRNA
YDR292C_mRNA	YLR107W_mRNA	YPL053C_mRNA	YML041C_mRNA
YLR107W_mRNA	YJR060W_mRNA	YLL015W_mRNA	YPL090C_mRNA
YJR060W_mRNA	YCL064C_mRNA	YDR292C_mRNA	YJL082W_mRNA
YCL064C_mRNA	YJL003W_mRNA	YLR107W_mRNA	YCL045C_mRNA
YJL003W_mRNA	YNR019W_mRNA	YJR060W_mRNA	YLR132C_mRNA
YNR019W_mRNA	YER020W_mRNA	YCL064C_mRNA	YBL083C_mRNA
YER020W_mRNA	YPL170W_mRNA	YJL003W_mRNA	YDR181C_mRNA
YPL170W_mRNA	YJL072C_mRNA	YNR019W_mRNA	YGR200C_mRNA
YJL072C_mRNA	YOR291W_mRNA	YER020W_mRNA	YJR034W_mRNA
YOR291W_mRNA	YNL097C_mRNA	YPL170W_mRNA	YBR201W_mRNA
YNL097C_mRNA	YGL066W_mRNA	YJL072C_mRNA	YGL050W_mRNA
YGL066W_mRNA	YER170W_mRNA	YOR291W_mRNA	YDR202C_mRNA
YER170W_mRNA	YHR156C_mRNA	YNL097C_mRNA	YIR018W_mRNA
YHR156C_mRNA	YPL001W_mRNA	YGL066W_mRNA	YKR085C_mRNA
YPL001W_mRNA	YCR053W_mRNA	YHR156C_mRNA	YMR008C_mRNA
YCR053W_mRNA	YNL119W_mRNA	YLR425W_mRNA	YOR052C_mRNA
YNL119W_mRNA	YGL124C_mRNA	YPL001W_mRNA	YJL047C_mRNA
YGL124C_mRNA	YCL037C_mRNA	YNL119W_mRNA	YPR071W_mRNA
YCL037C_mRNA	YOR251C_mRNA	YGL124C_mRNA	YPL053C_mRNA
YOR251C_mRNA	YLR396C_mRNA	YCL037C_mRNA	YLL015W_mRNA
YLR396C_mRNA	YBR234C_mRNA	YCR053W_mRNA	YDR292C_mRNA
YBR234C_mRNA	YFR011C_mRNA	YOR251C_mRNA	YLR107W_mRNA
YFR011C_mRNA	YJL061W_mRNA	YLR396C_mRNA	YJR060W_mRNA
YJL061W_mRNA	YOR244W_mRNA	YBR234C_mRNA	YCL064C_mRNA
YOR244W_mRNA	YDR227W_mRNA	YFR011C_mRNA	YJL003W_mRNA
YDR227W_mRNA	YBR102C_mRNA	YJL061W_mRNA	YNR019W_mRNA
YBR102C_mRNA	YCL039W_mRNA	YPL088W_mRNA	YER020W_mRNA
YCL039W_mRNA	YIL150C_mRNA	YOR244W_mRNA	YPL170W_mRNA
YIL150C_mRNA	YGL144C_mRNA	YDR227W_mRNA	YJL072C_mRNA
YGL144C_mRNA	YNL036W_mRNA	YBR102C_mRNA	YOR291W_mRNA
YNL036W_mRNA	YKL195W_mRNA	YCL039W_mRNA	YNL097C_mRNA
YKL195W_mRNA	YHR163W_mRNA	YIL150C_mRNA	YGL066W_mRNA
YHR163W_mRNA	YLR413W_mRNA	YGL144C_mRNA	YER170W_mRNA
YLR413W_mRNA	YLR449W_mRNA	YNL036W_mRNA	YHR156C_mRNA
YLR449W_mRNA	YDL195W_mRNA	YKL195W_mRNA	YPL001W_mRNA
YDL195W_mRNA	YGR215W_mRNA	YIR014W_mRNA	YCR053W_mRNA
YGR215W_mRNA	YHR062C_mRNA	YOR137C_mRNA	YNL119W_mRNA
YHR062C_mRNA	YGL212W_mRNA	YHR163W_mRNA	YGL124C_mRNA
YGL212W_mRNA	YKL209C_mRNA	YLR413W_mRNA	YCL037C_mRNA
YKL209C_mRNA	YGR240C_mRNA	YLR449W_mRNA	YOR251C_mRNA
YGR240C_mRNA	YER104W_mRNA	YDL195W_mRNA	YLR396C_mRNA
YER104W_mRNA	YDR186C_mRNA	YGR215W_mRNA	YBR234C_mRNA
YDR186C_mRNA	YNL156C_mRNA	YHR062C_mRNA	YFR011C_mRNA
YNL156C_mRNA	YIL147C_mRNA	YGL212W_mRNA	YJL061W_mRNA
YIL147C_mRNA	YGL219C_mRNA	YKL209C_mRNA	YOR244W_mRNA
YGL219C_mRNA	YDR172W_mRNA	YGR240C_mRNA	YDR227W_mRNA
YDR172W_mRNA	YOR097C_mRNA	YER104W_mRNA	YBR102C_mRNA
YOR097C_mRNA	YDR383C_mRNA	YDR186C_mRNA	YCL039W_mRNA
YDR383C_mRNA	YMR274C_mRNA	YNL156C_mRNA	YIL150C_mRNA
YMR274C_mRNA	YLL063C_mRNA	YIL147C_mRNA	YGL144C_mRNA
YLL063C_mRNA	YMR037C_mRNA	YGL219C_mRNA	YNL036W_mRNA
YMR037C_mRNA	YGL190C_mRNA	YDR172W_mRNA	YKL195W_mRNA
YGL190C_mRNA	YFL008W_mRNA	YOR097C_mRNA	YIR014W_mRNA
YFL008W_mRNA	YDR234W_mRNA	YDR383C_mRNA	YHR163W_mRNA
YDR234W_mRNA	YHR063C_mRNA	YMR274C_mRNA	YLR413W_mRNA
YHR063C_mRNA	YMR283C_mRNA	YLL063C_mRNA	YLR449W_mRNA
YMR283C_mRNA	YIL161W_mRNA	YMR037C_mRNA	YDL195W_mRNA
YIL161W_mRNA	YIL090W_mRNA	YGL190C_mRNA	YGR215W_mRNA
YIL090W_mRNA	YOR306C_mRNA	YDR234W_mRNA	YHR062C_mRNA
YOR306C_mRNA	YBR162C_mRNA	YHR063C_mRNA	YGL212W_mRNA
YBR162C_mRNA	YLR115W_mRNA	YIL161W_mRNA	YKL209C_mRNA
YLR115W_mRNA	YER052C_mRNA	YMR283C_mRNA	YGR240C_mRNA
YER052C_mRNA	YHR094C_mRNA	YIL090W_mRNA	YER104W_mRNA
YHR094C_mRNA	YGR271W_mRNA	YOR306C_mRNA	YDR186C_mRNA
YGR271W_mRNA	YAL026C-A_mRNA	YBR162C_mRNA	YNL156C_mRNA
YAL026C-A_mRNA	YLL014W_mRNA	YLR115W_mRNA	YIL147C_mRNA
YLL014W_mRNA	YHR129C_mRNA	YER052C_mRNA	YGL219C_mRNA
YHR129C_mRNA	YPL123C_mRNA	YHR094C_mRNA	YDR172W_mRNA
YPL123C_mRNA	YMR026C_mRNA	YGR271W_mRNA	YOR097C_mRNA
YMR026C_mRNA	YOR245C_mRNA	YAL026C-A_mRNA	YDR383C_mRNA
YOR245C_mRNA	YJL155C_mRNA	YDR085C_mRNA	YMR274C_mRNA
